Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
1896,-0.36,-0.18,-.50,-.60,-.16,.08,.00,-.11,-.12,.05,-.20,-.21,-.19,-.19,-.25,-.42,-.01,-.09
1897,-0.4,-0.41,-.40,-.05,.14,-.06,.04,-.06,-.06,-.15,-.25,-.29,-.16,-.16,-.34,-.10,-.03,-.16
1898,0.05,-0.45,-.80,-.28,-.28,-.08,-.11,-.18,-.18,-.37,-.51,-.27,-.29,-.29,-.23,-.45,-.12,-.35
1899,-0.13,-0.65,-.60,-.23,-.24,-.35,-.17,-.07,-.05,.04,.35,-.47,-.21,-.20,-.35,-.36,-.20,.12
1900,-0.62,-0.14,.05,-.10,-.04,-.09,-.12,-.08,-.03,.23,-.12,-.03,-.09,-.13,-.41,-.03,-.10,.02
1901,-0.34,-0.1,.27,.11,-.11,.01,.01,-.16,-.27,-.32,-.22,-.41,-.13,-.10,-.16,.09,-.04,-.27
1902,-0.17,0.01,-.40,-.39,-.39,-.37,-.34,-.28,-.34,-.30,-.45,-.60,-.33,-.32,-.19,-.39,-.33,-.36
1903,-0.22,0.11,-.15,-.46,-.43,-.45,-.44,-.56,-.50,-.50,-.43,-.57,-.38,-.38,-.24,-.35,-.48,-.47
1904,-0.77,-0.59,-.41,-.50,-.44,-.48,-.59,-.54,-.63,-.39,-.09,-.34,-.48,-.50,-.64,-.45,-.54,-.37
1905,-0.41,-0.82,-.23,-.46,-.29,-.28,-.22,-.24,-.19,-.27,.09,-.17,-.29,-.30,-.52,-.33,-.24,-.13
1906,-0.56,-0.53,-.21,.04,-.25,-.11,-.27,-.17,-.25,-.18,-.40,.02,-.24,-.26,-.42,-.14,-.18,-.28
1907,-0.59,-0.73,-.31,-.45,-.59,-.51,-.40,-.39,-.41,-.20,-.56,-.58,-.48,-.43,-.43,-.45,-.44,-.39
1908,-0.55,-0.28,-.71,-.48,-.30,-.31,-.36,-.57,-.32,-.45,-.63,-.55,-.46,-.46,-.47,-.50,-.41,-.47
1909,-0.93,-0.45,-.66,-.65,-.49,-.52,-.45,-.36,-.37,-.35,-.12,-.58,-.49,-.49,-.65,-.60,-.44,-.28
1910,-0.35,-0.37,-.49,-.41,-.30,-.44,-.38,-.40,-.43,-.31,-.58,-.81,-.44,-.42,-.43,-.40,-.41,-.44
1911,-0.71,-0.59,-.65,-.45,-.45,-.34,-.37,-.44,-.38,-.20,-.20,-.30,-.42,-.47,-.70,-.52,-.38,-.26
1912,-0.34,-0.16,-.60,-.16,-.12,-.13,-.52,-.77,-.82,-.84,-.51,-.57,-.46,-.44,-.27,-.29,-.47,-.72
1913,-0.56,-0.64,-.48,-.50,-.55,-.49,-.51,-.47,-.42,-.40,-.15,.10,-.42,-.48,-.59,-.51,-.49,-.32
1914,0.17,-0.1,-.36,-.39,-.19,-.23,-.34,-.28,-.31,-.01,-.22,-.05,-.19,-.18,.06,-.31,-.28,-.18
1915,-0.26,-0.09,-.24,.07,-.02,-.12,-.10,-.16,-.22,-.27,-.03,-.27,-.14,-.13,-.14,-.06,-.13,-.18
1916,-0.09,-0.17,-.39,-.35,-.36,-.51,-.34,-.38,-.50,-.36,-.47,-1.14,-.42,-.35,-.18,-.37,-.41,-.44
1917,-0.54,-0.69,-.76,-.65,-.74,-.49,-.33,-.40,-.32,-.64,-.32,-1.06,-.58,-.59,-.79,-.72,-.41,-.43
1918,-0.7,-0.46,-.26,-.60,-.49,-.46,-.35,-.37,-.27,-.05,-.22,-.56,-.40,-.44,-.74,-.45,-.39,-.18
1919,-0.39,-0.42,-.39,-.24,-.42,-.40,-.34,-.31,-.20,-.09,-.48,-.56,-.35,-.35,-.46,-.35,-.35,-.26
1920,-0.15,-0.29,.00,-.21,-.22,-.26,-.26,-.32,-.36,-.40,-.46,-.72,-.30,-.29,-.33,-.14,-.28,-.41
1921,0.18,-0.09,-.12,-.18,-.25,-.15,-.03,-.30,-.18,.00,-.10,-.13,-.11,-.16,-.21,-.18,-.16,-.09
1922,-0.37,-0.62,-.12,-.16,-.19,-.16,-.28,-.37,-.44,-.33,-.14,-.15,-.28,-.28,-.38,-.16,-.27,-.30
1923,-0.18,-0.47,-.39,-.53,-.39,-.24,-.29,-.27,-.17,.06,.16,.09,-.22,-.24,-.27,-.44,-.27,.01
1924,-0.29,-0.22,.03,-.28,-.06,-.19,-.22,-.26,-.23,-.24,.10,-.36,-.19,-.15,-.14,-.10,-.23,-.12
1925,-0.28,-0.39,-.23,-.16,-.21,-.25,-.25,-.18,-.04,-.08,.22,.22,-.14,-.19,-.34,-.20,-.23,.03
1926,0.53,0.19,.37,-.11,-.23,-.19,-.19,-.05,-.02,.07,.17,-.29,.02,.06,.31,.01,-.15,.07
1927,-0.28,-0.08,-.46,-.27,-.13,-.13,-.07,-.16,.03,.24,.10,-.37,-.13,-.12,-.22,-.29,-.12,.13
1928,0.27,0.09,-.23,-.31,-.17,-.31,-.10,-.19,-.16,-.08,.05,-.04,-.10,-.13,.00,-.24,-.20,-.06
1929,-0.56,-0.79,-.19,-.35,-.28,-.39,-.36,-.20,-.20,-.01,-.02,-.65,-.33,-.28,-.46,-.27,-.31,-.08
1930,-0.11,-0.19,.11,-.16,-.20,-.12,-.03,.02,-.02,.02,.45,.09,-.01,-.07,-.32,-.08,-.04,.15
1931,0.01,-0.23,-.05,-.19,-.13,.15,.08,.10,.17,.36,.26,.11,.05,.05,-.04,-.12,.11,.27
1932,0.39,-0.18,-.20,.10,-.09,-.13,-.14,-.08,.11,.15,-.32,-.20,-.05,-.02,.11,-.06,-.12,-.02
1933,-0.18,-0.29,-.31,-.16,-.25,-.31,-.13,-.14,-.27,-.17,-.24,-.54,-.25,-.22,-.22,-.24,-.20,-.23
1934,-0.14,0.33,-.27,-.29,.09,-.01,-.03,-.09,-.13,.13,.27,.19,.00,-.06,-.12,-.16,-.05,.09
1935,-0.38,0.57,.04,-.34,-.29,-.14,-.04,-.06,-.05,.12,-.31,-.16,-.09,-.06,.13,-.20,-.08,-.08
1936,-0.28,-0.5,-.12,-.05,.00,.04,.09,.03,.07,.07,.15,.15,-.03,-.05,-.31,-.06,.05,.10
1937,0.09,0.25,-.23,-.06,.13,.15,.15,.16,.29,.33,.25,.00,.12,.14,.16,-.05,.15,.29
1938,0.35,0.28,.34,.31,.03,-.06,-.02,.08,.15,.32,.31,-.13,.16,.17,.21,.23,.00,.26
1939,0.03,-0.01,-.24,-.07,.01,.00,.05,.09,.13,.08,.24,.79,.09,.02,-.04,-.10,.05,.15
1940,-0.1,0.14,.03,.28,.17,.16,.16,.07,.27,.29,.31,.37,.18,.21,.28,.16,.13,.29
1941,0.18,0.47,.12,.13,.24,.21,.25,.19,.10,.50,.18,.19,.23,.25,.34,.16,.22,.26
1942,0.41,-0.08,.00,.10,.17,.11,.00,-.07,.11,.28,.26,.27,.13,.12,.17,.09,.01,.22
1943,-0.09,0.38,.00,.31,.23,-.07,-.02,.10,.14,.46,.36,.37,.18,.17,.19,.18,.00,.32
1944,0.62,0.43,.31,.18,.23,.17,.14,.17,.36,.44,.19,-.01,.27,.30,.48,.24,.16,.33
1945,0.11,-0.06,.09,.29,.08,.08,.06,.28,.20,.24,.08,-.21,.10,.12,.01,.15,.14,.17
1946,0.34,0.09,.12,.32,.03,-.05,-.04,-.10,-.04,.02,.07,-.45,.03,.05,.07,.15,-.06,.02
1947,-0.04,-0.04,.28,.22,.06,.00,-.03,-.05,-.02,.40,.19,-.05,.08,.04,-.18,.19,-.03,.19
1948,0.3,-0.15,-.28,-.03,.17,.04,.01,.02,-.03,.07,.03,-.39,-.02,.01,.04,-.05,.02,.02
1949,0.22,-0.1,.04,-.03,.00,-.20,-.11,-.05,-.10,.07,.05,-.14,-.03,-.05,-.09,.01,-.12,.00
1950,-0.29,-0.27,.05,-.22,-.04,-.06,-.19,-.20,-.09,-.06,-.33,-.13,-.15,-.15,-.23,-.07,-.15,-.16
1951,-0.36,-0.52,-.18,.07,.17,-.02,.08,.22,.33,.28,.08,.38,.04,.00,-.34,.02,.09,.23
1952,0.17,0.17,-.22,.17,.15,.16,.14,.07,.14,-.01,-.21,.01,.06,.09,.24,.03,.12,-.03
1953,0.24,0.37,.26,.41,.25,.25,.22,.18,.17,.27,.09,.22,.24,.22,.21,.30,.22,.18
1954,-0.24,0.0,-.16,-.01,-.07,-.04,-.11,-.01,.09,.13,.34,-.11,-.02,.01,-.01,-.08,-.05,.19
1955,0.42,-0.12,-.43,-.24,-.13,-.10,-.05,.06,-.02,.12,-.34,-.28,-.09,-.08,.06,-.27,-.03,-.08
1956,-0.04,-0.32,-.23,-.26,-.30,-.20,-.20,-.28,-.32,-.28,-.26,-.11,-.23,-.25,-.22,-.26,-.23,-.29
1957,-0.14,-0.06,-.10,-.09,-.05,.12,.11,.16,.12,.06,.12,.24,.04,.01,-.10,-.08,.13,.10
1958,0.68,0.28,.16,.02,.12,.05,.04,.13,.07,.08,.03,.18,.15,.16,.40,.10,.07,.06
1959,0.24,0.16,.33,.22,.04,.14,.05,.09,.13,-.04,.02,.10,.12,.13,.19,.19,.09,.04
1960,0.15,0.42,-.40,-.13,.03,.18,.08,.10,.12,.05,-.08,.39,.08,.05,.22,-.16,.12,.03
1961,0.17,0.29,.22,.14,.07,.18,.06,.05,-.03,-.04,.08,-.17,.08,.13,.28,.14,.09,.00
1962,0.28,0.36,.30,.22,.02,-.13,.10,.04,-.02,.13,.12,.10,.13,.10,.16,.18,.00,.07
1963,0.07,0.5,-.11,.04,-.05,-.04,.10,.14,.13,.42,.43,.02,.14,.15,.23,-.04,.07,.33
1964,-0.05,-0.03,-.32,-.30,-.10,-.09,-.13,-.24,-.28,-.31,-.22,-.27,-.19,-.17,-.02,-.24,-.15,-.27
1965,-0.02,-0.37,-.09,-.26,-.14,-.20,-.18,-.20,-.20,-.02,.04,-.08,-.14,-.16,-.22,-.16,-.20,-.06
1966,-0.25,0.03,.00,-.22,-.05,.06,.11,.14,.06,-.10,.02,-.03,-.02,-.02,-.10,-.09,.10,.00
1967,-0.18,-0.37,.23,.05,.21,-.06,.04,.06,-.03,.29,.04,.02,.03,.02,-.19,.16,.02,.10
1968,-0.29,-0.16,.44,-.01,-.06,-.05,-.08,-.08,-.05,-.01,-.22,-.33,-.07,-.05,-.14,.12,-.07,-.09
1969,-0.43,-0.46,-.20,.03,.11,-.04,.06,.04,.04,.02,.14,.30,-.03,-.08,-.41,-.02,.02,.07
1970,-0.03,0.27,-.07,-.02,.00,.01,-.04,-.05,-.05,-.20,.01,-.31,-.04,.01,.18,-.03,-.03,-.08
1971,-0.15,-0.21,-.28,-.20,-.12,-.14,-.13,-.16,-.14,-.16,-.02,-.14,-.15,-.17,-.22,-.20,-.14,-.10
1972,-0.54,-0.52,.01,-.11,-.15,-.10,-.05,-.09,-.26,-.04,-.19,-.04,-.17,-.18,-.40,-.09,-.08,-.17
1973,0.15,0.44,.32,.19,.09,.16,.04,.03,-.09,-.07,-.09,-.04,.09,.09,.18,.20,.08,-.08
1974,-0.25,-0.35,.02,-.10,-.19,-.18,-.12,-.11,-.16,-.23,-.20,-.27,-.18,-.16,-.21,-.09,-.14,-.20
1975,0.16,0.1,.11,.05,-.02,-.08,-.06,-.13,-.07,-.18,-.30,-.22,-.05,-.06,.00,.05,-.09,-.18
1976,0.05,-0.12,-.31,.02,-.26,-.19,-.26,-.21,-.12,-.51,-.31,-.25,-.21,-.20,-.10,-.18,-.22,-.31
1977,-0.16,0.11,.27,.25,.23,.23,.08,.02,.13,-.02,.28,.02,.12,.10,-.10,.25,.11,.13
1978,0.17,0.04,.21,.08,-.06,-.13,-.07,-.14,-.01,.00,.16,.02,.02,.02,.08,.08,-.12,.05
1979,-0.05,-0.35,.18,-.17,.01,.08,.05,.05,.19,.23,.25,.55,.09,.04,-.13,.01,.06,.22
1980,0.21,0.41,.07,.15,.26,.19,.13,.09,.10,.12,.21,.09,.17,.21,.39,.16,.14,.14
1981,0.79,0.63,.68,.39,.18,.28,.09,.16,.14,.24,.35,.54,.37,.34,.50,.42,.18,.24
1982,-0.13,0.17,.06,.17,.09,.01,.04,-.07,.06,.00,-.11,.38,.06,.07,.19,.11,.00,-.02
1983,0.55,0.35,.42,.07,.05,.11,.20,.25,.26,.12,.49,.11,.25,.27,.43,.18,.19,.29
1984,0.33,0.02,.18,-.07,.23,.09,.09,.06,-.04,.08,-.10,-.42,.04,.08,.16,.11,.08,-.02
1985,0.07,-0.29,.00,-.03,.09,.00,-.07,-.02,.03,.02,.02,.16,.00,-.05,-.21,.02,-.03,.02
1986,0.36,0.31,.26,.15,.20,.14,-.02,.04,-.02,.09,.04,.06,.13,.14,.28,.20,.05,.04
1987,0.25,0.51,.00,.07,.23,.16,.25,.27,.39,.22,.10,.50,.25,.21,.27,.10,.23,.24
1988,0.59,0.46,.47,.44,.43,.40,.42,.26,.26,.23,.06,.43,.37,.38,.52,.45,.36,.18
1989,0.08,0.39,.45,.32,.22,.24,.32,.26,.23,.25,.11,.33,.27,.28,.30,.33,.27,.20
1990,0.47,0.54,1.16,.71,.50,.48,.32,.40,.42,.48,.46,.38,.53,.52,.45,.79,.40,.45
1991,0.6,0.57,.46,.56,.33,.47,.43,.35,.35,.29,.32,.20,.41,.42,.51,.45,.42,.32
1992,0.6,0.5,.54,.16,.19,.04,-.10,-.07,-.18,-.17,-.09,.21,.14,.13,.43,.30,-.04,-.15
1993,0.39,0.52,.39,.23,.32,.22,.12,.02,-.07,.12,-.21,.22,.19,.19,.37,.31,.12,-.05
1994,0.34,-0.04,.49,.48,.39,.41,.34,.32,.33,.54,.50,.36,.37,.36,.17,.45,.36,.46
1995,0.75,1.19,.59,.71,.41,.50,.37,.54,.43,.60,.57,.27,.58,.59,.77,.57,.47,.53
1996,0.27,0.54,.32,.17,.35,.25,.29,.18,.04,.05,.35,.35,.26,.26,.36,.28,.24,.14
1997,0.34,0.6,.74,.49,.42,.49,.41,.48,.51,.63,.59,.50,.52,.50,.43,.55,.46,.58
1998,0.62,1.03,.72,.87,.66,.73,.74,.72,.61,.53,.49,.74,.70,.69,.72,.75,.73,.54
1999,0.59,1.0,.29,.54,.36,.35,.35,.30,.40,.39,.53,.66,.48,.49,.78,.40,.33,.44
2000,0.38,0.89,.83,.89,.54,.44,.41,.47,.36,.29,.19,.27,.50,.53,.64,.75,.44,.28
2001,0.56,0.45,.76,.60,.69,.51,.63,.68,.56,.60,.97,.65,.64,.61,.43,.68,.61,.71
2002,1.02,1.14,1.11,.51,.52,.68,.66,.55,.62,.53,.78,.42,.71,.73,.94,.71,.63,.65
2003,0.93,0.56,.66,.60,.71,.54,.68,.86,.78,.99,.66,.98,.75,.70,.64,.66,.69,.81
2004,0.67,0.91,.86,.70,.52,.47,.49,.55,.59,.70,.98,.45,.66,.70,.85,.69,.50,.76
2005,0.93,0.72,.94,.92,.77,.78,.75,.69,.90,.95,1.05,.83,.85,.82,.70,.88,.74,.97
2006,0.65,0.95,.77,.59,.75,.81,.69,.68,.82,.95,.94,1.15,.81,.79,.81,.71,.73,.90
2007,1.45,0.89,.95,1.07,.72,.65,.66,.73,.67,.83,.82,.76,.85,.88,1.16,.91,.68,.77
2008,0.34,0.58,1.14,.64,.60,.61,.60,.59,.57,.86,.96,.65,.68,.69,.56,.79,.60,.80
2009,0.82,0.7,.59,.70,.66,.68,.68,.72,.85,.79,.84,.66,.72,.72,.72,.65,.69,.83
2010,0.8,0.94,1.10,1.13,.93,.85,.88,.86,.70,.89,1.20,.50,.90,.91,.80,1.05,.86,.93
2011,0.6,0.56,.88,.84,.65,.76,.73,.71,.74,.91,.66,.88,.74,.71,.55,.79,.73,.77
2012,0.68,0.59,.71,1.06,.97,.94,.85,.75,.86,.91,.97,.45,.81,.85,.71,.91,.85,.91
2013,0.84,0.78,.81,.68,.77,.77,.69,.74,.70,.83,1.13,.83,.80,.77,.69,.75,.73,.88
2014,0.97,0.71,1.20,1.08,.90,.82,.77,.91,.83,.93,.80,1.10,.92,.89,.84,1.06,.83,.85
2015,1.18,1.19,1.32,1.02,1.04,1.05,.92,1.01,1.17,1.29,1.38,1.53,1.17,1.14,1.16,1.13,.99,1.28
2016,1.54,1.94,1.90,1.48,1.11,1.12,1.04,1.12,1.22,1.03,1.11,1.04,1.31,1.35,1.67,1.50,1.09,1.12
2017,1.38,1.51,1.52,1.19,.92,.93,.97,1.01,1.00,1.05,1.22,1.39,1.17,1.15,1.31,1.21,.97,1.09
2018,1.14,1.24,1.16,.97,1.01,.86,.90,.86,.96,1.24,.97,1.09,1.03,1.06,1.26,1.05,.87,1.06
2019,1.2,1.12,1.55,1.25,.98,1.19,1.03,1.09,1.21,1.31,1.20,1.39,1.21,1.19,1.14,1.26,1.10,1.24
2020,1.58,1.7,1.66,1.40,1.28,1.13,1.11,1.13,1.20,1.22,1.61,1.23,1.35,1.37,1.56,1.45,1.12,1.34
2021,1.26,0.96,1.21,1.13,1.04,1.21,1.07,1.02,1.05,1.31,1.30,1.14,1.14,1.15,1.15,1.12,1.10,1.22
2022,1.25,1.19,***,***,***,***,***,***,***,***,***,***,***,***,1.20,***,***,***
